,retweet_count,text,created,followers_count,verified,statuses_count,user_age,rumour
1134,191,One of the gunmen was radicalized by the horror at Abu Ghraib. #jesuischarlie cc @RumsfeldOffice  http://t.co/N6WPLFYa2n,Thu Jan 08 12:51:32 +0000 2015,16033,True,8973,Sun Sep 07 15:34:51 +0000 2008,non_rumour
1135,102,"#Picture
IS terrorist scum executes injured police man in #Paris.
#CharlieHebdo http://t.co/wov8G7GL0b",Wed Jan 07 12:36:49 +0000 2015,17397,False,45207,Sun Dec 04 11:42:45 +0000 2011,non_rumour
1136,128,"We're different, pls understand #JeSuisCharlie #NotInMyName http://t.co/4uoMLjd0t7",Fri Jan 09 11:43:22 +0000 2015,265,False,8456,Sun Aug 04 10:30:25 +0000 2013,non_rumour
1137,150,".@USEmbassyFrance changes its avatar on Twitter to ""Je Suis Charlie"" after attack on #CharlieHebdo. http://t.co/zX8Faxp0Zm",Wed Jan 07 14:57:59 +0000 2015,47715,True,17182,Fri Oct 17 16:55:19 +0000 2008,non_rumour
1138,179,Charlie Hebdo attack: minute's silence held for victims around the world http://t.co/BP9uXF8M7F http://t.co/3uDo93WC5K,Thu Jan 08 12:22:01 +0000 2015,3090191,True,106899,Thu Nov 05 23:49:19 +0000 2009,non_rumour
1139,192,I really don't understand why people in Europe think I'm a 'moron.' http://t.co/NGAuK5XkGZ http://t.co/H8ovSocjcu,Fri Jan 09 16:22:10 +0000 2015,4265,False,1074,Mon May 06 13:56:36 +0000 2013,non_rumour
1140,285,"« He drew first » Cartoon for #CharlieHebdo team from cartoonist @davpope (Canberra Times, Australie) http://t.co/GDK19mh2Nu",Wed Jan 07 15:37:07 +0000 2015,24905,False,98281,Tue May 01 23:52:56 +0000 2007,non_rumour
1141,145,"Pray for everyone in Paris, what happened today is truly sad, I think we lost peace forever. #JeSuisCharlie #CharlieHebdo",Wed Jan 07 15:38:44 +0000 2015,8749,False,11095,Mon Dec 30 19:05:19 +0000 2013,non_rumour
1142,103,"The Salafi Response To The Terrorist Attacks In Paris, France: “Were they forbidding an evil?” by @AbuKhadeejahSP http://t.co/QcFbpdNH2e",Fri Jan 09 15:13:16 +0000 2015,19437,False,3773,Fri Nov 13 16:58:54 +0000 2009,non_rumour
1143,101,New Yorker's reaction to #CharlieHebdo shooting http://t.co/FwtnxbbNYq,Wed Jan 07 14:32:15 +0000 2015,6967,False,14265,Fri Aug 06 23:02:50 +0000 2010,non_rumour
1144,148,Top editor in Qatar urges Muslims ‘not to apologize’ for #CharlieHebdo #ParisShooting http://t.co/70EPFWZLwN,Thu Jan 08 11:04:12 +0000 2015,53755,False,50145,Fri Nov 21 14:51:32 +0000 2008,non_rumour
1145,370,"JUST IN: Two brothers responsible for Charlie Hebdo massacre have been killed in Dammartin standoff, according to multiple reports",Fri Jan 09 16:32:13 +0000 2015,3493829,True,72224,Thu Jun 05 00:54:31 +0000 2008,non_rumour
1146,118,"Surviving Charlie Hebdo journalists will work with former colleagues to get the magazine's edition out next week, says an ex-Charlie writer.",Thu Jan 08 11:30:41 +0000 2015,10834,True,20629,Tue Feb 03 12:43:14 +0000 2009,non_rumour
1147,187,"Brilliant #CharlieHebdo satirists did not attack #Islam, but poked fun @ #intolerance &amp; #extremism of all kind inc #racism &amp; #islamophobia.",Wed Jan 07 14:14:37 +0000 2015,20400,False,7182,Tue Jun 16 13:36:07 +0000 2009,non_rumour
1148,137,"If Indian Media is standing for #CharlieHebdo &amp; Freedom of Speech, lets ask them to publish the said cartoon right now. #ParisShooting",Wed Jan 07 14:37:51 +0000 2015,8824,False,14945,Sat Aug 24 07:04:14 +0000 2013,non_rumour
1149,10437,I am devastated by what just happened in France. #CharlieHebdo http://t.co/IxEbScqYFh,Wed Jan 07 14:10:31 +0000 2015,6005,False,576,Tue Sep 10 11:32:34 +0000 2013,non_rumour
1150,166,The moving tributes to the victims of the Charlie Hebdo shooting http://t.co/pxRaFxCWMP http://t.co/BMoDaSBcdZ,Thu Jan 08 09:05:09 +0000 2015,971828,True,123848,Sun Oct 26 00:00:29 +0000 2008,non_rumour
1151,177,The Ahmadiyya Muslim Community categorically condemns the attack at Charlie Hebdo. Our thoughts are with the victims: http://t.co/kTsWb7SNaA,Wed Jan 07 13:10:00 +0000 2015,12048,False,3546,Sat Jun 27 13:43:19 +0000 2009,non_rumour
1152,205,"6 days after Charlie Hebdo's 2011 firebombing, it ran an image of a cartoonist kissing a jihadi, with caption: Love is stronger than hate",Wed Jan 07 14:29:46 +0000 2015,23944,True,19042,Wed Jun 03 07:53:43 +0000 2009,non_rumour
1153,165,At least 11 dead in Muslim terror attack on France.  Show your support by posting Charlie Hebdo cartoons. #banislam http://t.co/85PozIrhHg,Wed Jan 07 12:16:26 +0000 2015,3340,False,15196,Tue Sep 16 17:04:34 +0000 2014,non_rumour
1154,151,"French Parliament president declares current anti-terrorism legislat° is sufficient,opposed to new laws reacting to #CharlieHebdo emotion",Thu Jan 08 12:20:40 +0000 2015,2726,False,37207,Fri Sep 10 12:44:38 +0000 2010,non_rumour
1155,129,#JeSuisCharlie part 2. Retweet everywhere in honor of the fabulous satirists under attack http://t.co/Uvox0Wu68m,Wed Jan 07 14:54:35 +0000 2015,1318,False,3166,Fri Nov 21 00:55:13 +0000 2008,non_rumour
1156,116,"One million copies of Charlie Hebdo, rather than the usual 60,000, will be printed next week http://t.co/dEI1ZBSJC1 http://t.co/Dhef0UV064",Fri Jan 09 16:36:14 +0000 2015,1205888,True,103264,Thu Jan 11 05:15:48 +0000 2007,non_rumour
1157,137,Statement on appalling attack against #CharlieHebdo http://t.co/Ic5TSVhO0f,Wed Jan 07 14:42:22 +0000 2015,215603,True,3103,Thu Sep 30 12:07:59 +0000 2010,non_rumour
1158,583,"We can never defeat terrorism if we have allies like Saudi Arabia who behead religious, political or sexual dissenters #JeSuisCharlie",Fri Jan 09 16:22:09 +0000 2015,27264,False,22583,Thu Oct 28 17:23:16 +0000 2010,non_rumour
1159,943,"Am so shocked.Charlie Hebdo's editors,journalists,cartoonists are killed by Islamic terrorists.Time to declare Islam as terrorists' religion",Wed Jan 07 15:38:06 +0000 2015,109760,False,37343,Thu Sep 24 04:46:52 +0000 2009,non_rumour
1160,194,Several Paris supermarket hostages seen being evacuated in photo http://t.co/ueAtB5XvkC http://t.co/UfsJLKp7fg,Fri Jan 09 16:37:06 +0000 2015,73540,True,53444,Wed Mar 25 19:13:20 +0000 2009,non_rumour
1161,215,The pen is mightier than the sword. Cartoonists respond to terror in France #CharlieHebdo #JeSuisCharlie #auspol http://t.co/ZBwwQOGElr,Thu Jan 08 11:20:33 +0000 2015,6946,True,4486,Wed Nov 09 03:32:11 +0000 2011,non_rumour
1162,271,The president is upset about the terrorist attack in Paris. It's taking attention away from him.,Fri Jan 09 14:08:44 +0000 2015,48790,False,2494,Fri Nov 16 17:39:25 +0000 2012,non_rumour
1163,206,"French police release pictures of two suspects described as ""armed and dangerous"". More: http://t.co/2J4WQdJnTp http://t.co/kYNwo7GlgQ",Fri Jan 09 13:40:56 +0000 2015,477873,True,116989,Thu Mar 13 11:27:48 +0000 2008,non_rumour
1164,665,Thousands gather across France in solidarity with #CharlieHebdo terror victims. #JeSuisCharlie http://t.co/GHMABahgaT,Thu Jan 08 00:11:26 +0000 2015,869994,True,4157,Mon Feb 01 15:36:12 +0000 2010,non_rumour
1165,115,'It's a massacre. There are dead!' employee of Charlie Hebdo tells French media outlet before call disconnects http://t.co/Q27XnP3AS3,Wed Jan 07 11:23:28 +0000 2015,842395,True,105015,Tue Aug 11 06:12:45 +0000 2009,non_rumour
1166,116,A shocking number of attacks against French Muslims and mosques days after the #CharlieHebdo massacre: http://t.co/0DokPJ98EB,Fri Jan 09 14:42:26 +0000 2015,5193,False,23857,Tue Jun 16 13:00:41 +0000 2009,non_rumour
1167,288,Should our media show Charlie Hedbo cartoons like this? Absolutely. #JeSuisCharlie http://t.co/E8HHT3CcSA”,Wed Jan 07 14:07:14 +0000 2015,130787,True,51100,Thu Aug 25 22:45:47 +0000 2011,non_rumour
1168,493,"If this cartoon is why #CharlieHebdo staff have been shot at, all publications should show solidarity and republish http://t.co/LGuUi7dj1u",Wed Jan 07 11:30:48 +0000 2015,2292,False,44469,Wed May 25 18:09:54 +0000 2011,non_rumour
1169,607,"#MaryamrajaviI offer my condolences to families of the victims, French Government and people in this tragic attack #CharlieHebdo #Paris",Wed Jan 07 13:48:03 +0000 2015,19226,True,8362,Wed Jul 15 08:12:23 +0000 2009,non_rumour
1170,494,"They wanted to bring France to her knees. Instead, France stood up. #JeSuisCharlie http://t.co/btQfyAh4ps",Thu Jan 08 08:15:01 +0000 2015,1037,False,7197,Sat Feb 28 18:19:37 +0000 2009,non_rumour
1171,119,#JeSuisCharlie vigils held around the world - in pictures http://t.co/JlcL5LdY69 (Pic: E CASTRO-MENDIVIL/REUTERS) http://t.co/WY0KSMSWS6,Thu Jan 08 08:37:18 +0000 2015,785280,True,199918,Thu Sep 18 06:50:54 +0000 2008,non_rumour
1172,147,"#Poroshenko, mourning #CharlieHebdo victims while 1000s killed in #Donbass by #Ukraine forces.
#JeSuisWarCriminal http://t.co/H3lMztxIrW",Fri Jan 09 15:51:03 +0000 2015,1856,False,8563,Wed Jul 14 15:52:25 +0000 2010,non_rumour
1173,343,"George Orwell: “If liberty means anything at all, it means the right to tell people what they do not want to hear."" #CharlieHebdo",Wed Jan 07 13:14:38 +0000 2015,23345,False,15297,Fri Nov 14 08:02:58 +0000 2008,non_rumour
1174,118,"A picture is worth a thousand words. 
#JeSuisCharlie 
#JeSuisAhmed
#JeSuisHumain

#CharlieHebdo

via @Raseef22 http://t.co/EKYcmauf33",Fri Jan 09 10:24:24 +0000 2015,35634,False,97880,Sun Feb 20 05:27:22 +0000 2011,non_rumour
1175,122,"Today, the whole world is Charlie (via @diklo69) http://t.co/vOuXCrsPKq #JeSuisCharlie",Thu Jan 08 09:30:22 +0000 2015,41501,False,13461,Mon Jan 03 13:48:48 +0000 2011,non_rumour
1176,438,"Good night, people. May tomorrow be a better day for France, for the world, and for freedom of speech. #JeSuisCharlie http://t.co/oxATzEbNpW",Thu Jan 08 00:07:58 +0000 2015,1579,False,6360,Fri Jan 23 03:40:20 +0000 2009,non_rumour
1177,105,"Charlie Hebdo, the magazine that dared to poke fun at religion http://t.co/L5wXIOOr2p http://t.co/SpDK2rMW4K",Wed Jan 07 13:14:07 +0000 2015,95783,True,26114,Mon Feb 02 13:37:55 +0000 2009,non_rumour
1178,214,Paris terror attack: What you need to know about Charlie Hebdo http://t.co/aEwtP48NRb http://t.co/qwCz9DpYW8,Wed Jan 07 13:15:04 +0000 2015,2003215,True,45149,Tue Mar 18 23:19:17 +0000 2008,non_rumour
1179,117,Religion does not always correlate with ethics #JeSuisCharlie #ParisShooting #Islamophobia http://t.co/42JbTUmkmX,Thu Jan 08 13:30:17 +0000 2015,3283,False,16642,Sat Feb 05 10:56:50 +0000 2011,non_rumour
1180,226,The French flag flying at half-mast from Glasgow City Chambers today. #JeSuisCharlie http://t.co/bnv2mV9vRK,Thu Jan 08 11:44:32 +0000 2015,58258,True,5165,Tue Sep 23 08:47:15 +0000 2008,non_rumour
1181,135,Shaheen Hashmat: ‘Islam is defined by its followers. Moderate Muslims must act’ http://t.co/wsiT3JzSBd (Pic:K PETERS) http://t.co/4tWvhMEYce,Thu Jan 08 14:15:13 +0000 2015,777825,True,199657,Thu Sep 18 06:50:54 +0000 2008,non_rumour
1182,213,French newspaper Charlie Hebdo's last tweet before gunmen attack http://t.co/vsjId0EWRk http://t.co/yJhgbhIXQ6,Wed Jan 07 11:27:55 +0000 2015,818578,True,125646,Tue Jul 15 10:17:46 +0000 2008,non_rumour
1183,337,"I deleted my suggestion that Paris attacks be blamed on US drones, when it became apparent that even that EXTREME sarcasm was being missed.",Wed Jan 07 15:25:50 +0000 2015,1091642,True,20419,Tue Jun 17 08:15:17 +0000 2008,non_rumour
1184,135,"Hundreds of Muslims in Sweden celebrate terrorist attack on Charlie Hebdo in France shouting,“Islam will take over the world” @Kelawalababa",Thu Jan 08 10:59:18 +0000 2015,2100,False,37698,Wed Apr 18 07:21:12 +0000 2012,non_rumour
1185,129,"They should stop making attacks they are giving a bad image to Islam

#CharlieHebdo http://t.co/S6gj7aAoYc",Fri Jan 09 09:29:33 +0000 2015,82318,False,63710,Tue Aug 06 05:25:51 +0000 2013,non_rumour
1186,116,"RT @LucilleClerc: Break one, thousand will rise #CharlieHebdo #JeSuisCharlie #raiseyourpencilforfreedom http://t.co/j6eGzOB6lk",Thu Jan 08 09:50:12 +0000 2015,31,False,964,Thu Oct 23 16:04:16 +0000 2014,non_rumour
1187,126,"Approximate translation: ""Freedom of expression is spilling ink, not shedding blood."" #JeSuisCharlie http://t.co/eC2DR9a1tb",Wed Jan 07 14:45:30 +0000 2015,2688,False,42735,Fri Mar 02 21:32:31 +0000 2007,non_rumour
1188,295,"I've seen one national newspaper pixelate out the cover of Charlie Hebdo - the self-censorship begins. Terrorists 1, Enlightenment 0",Wed Jan 07 12:29:50 +0000 2015,3031,False,15051,Tue Aug 03 13:44:30 +0000 2010,non_rumour
1189,807,While the BBC and UK press shamed themselves yesterday censoring #CharlieHebdo cartoons you know who reprinted them? Al Jazeera.,Thu Jan 08 14:01:50 +0000 2015,88497,True,96602,Thu Jan 22 16:36:16 +0000 2009,non_rumour
1190,181,Cartoonists around the world respond to the #CharlieHebdo killings: http://t.co/JBX8K0Mzt6 http://t.co/vxREqhUqw4,Thu Jan 08 12:53:22 +0000 2015,144509,True,62591,Wed Mar 10 17:48:51 +0000 2010,non_rumour
1191,267,"As someone raised Muslim, senseless bloodshed in my name is far more offensive to me than any cartoon can ever be #CharlieHebdo",Wed Jan 07 13:32:10 +0000 2015,1221,False,6731,Mon Apr 18 11:10:33 +0000 2011,non_rumour
1192,109,12 people have reportedly been killed in a shooting at French satirical magazine Charlie Hebdo http://t.co/j5QlD3v5IS http://t.co/eXEx2Sm7K5,Wed Jan 07 14:16:20 +0000 2015,706460,True,82371,Thu Nov 20 23:02:29 +0000 2008,non_rumour
1193,620,Photos: Thousands gather to express solidarity after attacks in Paris. http://t.co/ta8XHTulLR #CharlieHebdo http://t.co/tJGXoGppqt,Thu Jan 08 09:44:07 +0000 2015,5576737,True,104478,Sun Apr 01 06:22:13 +0000 2007,non_rumour
1194,127,"“If liberty means anything at all, it means the right to tell people what they do not want to hear."" #CharlieHebdo http://t.co/GM9Qn6dUWc",Wed Jan 07 13:35:08 +0000 2015,10196,False,14171,Mon Feb 15 15:16:14 +0000 2010,non_rumour
1195,160,"'We must be aware that our best weapon is our unity. Nothing must divide, oppose or separate us' 

Francois Hollande 
#JeSuisCharlie",Thu Jan 08 16:41:12 +0000 2015,85416,True,6272,Wed Mar 28 03:06:32 +0000 2012,non_rumour
1196,151,Minute's silence at Guardian office for #CharlieHebdo http://t.co/H4FQcR33uy,Thu Jan 08 11:03:13 +0000 2015,29017,True,13644,Thu Jun 19 15:37:40 +0000 2008,non_rumour
1197,294,"I apologise for rough translation. 

""Freedom of expression is spilling ink,  not shedding blood.""

#JeSuisCharlie http://t.co/V1SjjmPaC0",Wed Jan 07 14:03:53 +0000 2015,2706,False,80988,Mon Jun 06 04:58:30 +0000 2011,non_rumour
1198,267,The victims of the #CharlieHebdo attack http://t.co/v8Cw7N58B0 http://t.co/yVgnrLa7vk,Thu Jan 08 14:16:18 +0000 2015,8426036,True,189158,Thu Feb 01 07:44:29 +0000 2007,non_rumour
1199,193,"Police forces take position by the kosher grocery store in Saint-Mande, near Porte de Vincennes in Paris. #AFP http://t.co/ANkBZtMTSJ",Fri Jan 09 14:02:53 +0000 2015,36883,False,4646,Mon Oct 08 14:43:38 +0000 2012,non_rumour
1200,458,How people in France view Muslims: Very positively #CharlieHebdo  http://t.co/Pkel3P5E26 http://t.co/VmgEstRnAz,Thu Jan 08 16:19:10 +0000 2015,53595,False,11620,Thu Apr 24 16:23:55 +0000 2014,non_rumour
1201,110,TREND IT #IStandWithFrance http://t.co/7M7PwFJnkz,Wed Jan 07 12:01:17 +0000 2015,101959,False,26485,Wed Dec 21 09:56:49 +0000 2011,non_rumour
1202,138,What we know about the suspected #CharlieHebdo gunmen: http://t.co/20g6eGRQMv http://t.co/I6kV6JmIeH,Fri Jan 09 13:22:32 +0000 2015,5586375,True,104648,Sun Apr 01 06:22:13 +0000 2007,non_rumour
1203,106,Matt's perfect response. #CharlieHebdo http://t.co/GgoX0H0NgY,Thu Jan 08 08:10:36 +0000 2015,3785,True,2920,Thu Mar 17 17:31:58 +0000 2011,non_rumour
1204,112,We're deeply shocked and saddened by the despicable violence in Paris today. Freedom of expression is fundamental. #JeSuisCharlie,Wed Jan 07 15:33:48 +0000 2015,18238,False,3923,Tue Oct 26 12:19:31 +0000 2010,non_rumour
1205,109,President Obama's statement on the #CharlieHebdo shooting makes no mention of freedom of speech or the press.,Wed Jan 07 14:28:35 +0000 2015,84456,False,25709,Tue Dec 09 16:40:22 +0000 2008,non_rumour
1206,376,"Only this, today #CharlieHebdo http://t.co/QXfYkDwBtd",Wed Jan 07 12:47:09 +0000 2015,37923,False,106498,Sun May 27 13:00:00 +0000 2007,non_rumour
1207,109,"On the darkest of days, like this, the French philosopher Voltaire perhaps say it best: #CharlieHebdo http://t.co/afM6QJUgrb",Wed Jan 07 13:37:05 +0000 2015,1468,False,5079,Thu Mar 11 22:55:46 +0000 2010,non_rumour
1208,238,"If your religion is worth killing for, please start with yourself. #CharlesHebdo #PerisShooting #JeSuisCharlie http://t.co/Ggt55Sksl4",Thu Jan 08 11:03:47 +0000 2015,695697,False,30576,Sun Mar 29 16:53:41 +0000 2009,non_rumour
1209,223,Israel shares France's pain and grief.  #CharlieHebdo http://t.co/mjFnEkvajd,Fri Jan 09 12:46:12 +0000 2015,216264,True,19973,Wed Jul 01 07:15:30 +0000 2009,non_rumour
1210,123,"""I do not agree with what you have to say, but I'll defend to the death your right to say it."" -Voltaire 

#JeSuisCharlie",Wed Jan 07 13:23:21 +0000 2015,193,False,1580,Wed Feb 01 03:12:27 +0000 2012,non_rumour
1211,203,VIDEO from the scene of fatal shooting in Paris http://t.co/sL3aG464Lt #CharlieHebdo http://t.co/FLC3mR5C2S,Wed Jan 07 11:53:06 +0000 2015,842294,True,105003,Tue Aug 11 06:12:45 +0000 2009,non_rumour
1212,2045,Thank you French #Muslim Ahmed Merabet for your heroism in fighting terror! #ParisAttack #JeSuisCharlie #CharlieHebdo http://t.co/N3nlySFjhB,Thu Jan 08 14:59:41 +0000 2015,4036,False,22405,Thu Feb 04 08:26:35 +0000 2010,non_rumour
1213,105,"If your faith isn't strong enough to cope with satirical poke, it oughtn't be strong enough to induce you to kill. Barbaric #CharlieHebdo",Wed Jan 07 11:18:18 +0000 2015,2327,False,20722,Sat May 15 22:24:54 +0000 2010,non_rumour
1214,209,We are observing a minute's silence today at 11am. If you support press freedom please share &amp; join us #JeSuisCharlie http://t.co/RpO4aXd7PE,Thu Jan 08 10:24:56 +0000 2015,188324,True,59962,Thu Feb 12 13:58:25 +0000 2009,non_rumour
1215,675,Here's the @NewYorker cartoonist's response to the #CharlieHebdo attack: https://t.co/feyRMwyCUi,Wed Jan 07 14:18:57 +0000 2015,1584,False,3125,Sat Jul 17 17:39:09 +0000 2010,non_rumour
1216,191,"Special forces evacuate local residents in Saint-Mande, near Porte de Vincennes in Paris. Photo @MartinBureau1 #AFP http://t.co/qvljWjKFWa",Fri Jan 09 15:08:43 +0000 2015,37072,False,4652,Mon Oct 08 14:43:38 +0000 2012,non_rumour
1217,159,"'Break one, thousand will rise' Awesome solidarity cartoons in support of #CharlieHebdoAttack victims #JeSuisCharlie http://t.co/i1yzqTPo4n",Thu Jan 08 08:26:40 +0000 2015,10156,False,16729,Wed Jan 27 20:05:15 +0000 2010,non_rumour
1218,109,"A mosque in #AixLesBains burnt to the ground but it doesnt interest any media nor the gov @LaLegende77 
#CharlieHebdo http://t.co/HSkLe9S0Py",Fri Jan 09 14:57:21 +0000 2015,1390,False,49053,Wed Mar 30 20:10:46 +0000 2011,non_rumour
1219,171,Cartoonists respond with the only tools they have http://t.co/DTN7gXj1tl #JeSuisCharlie http://t.co/FOEwIMvar0,Thu Jan 08 00:03:55 +0000 2015,4054,False,2377,Fri Apr 25 02:07:51 +0000 2008,non_rumour
1220,324,"""Introduce ID cards and more surveillance to prevent #CharlieHebdo atrocities.""
- France has ID cards and surveillance
""Let's do it anyway.""",Thu Jan 08 11:21:34 +0000 2015,54843,False,24623,Sun Apr 19 21:18:53 +0000 2009,non_rumour
1221,120,12 people have been confirmed dead in attack on French satire magazine #CharlieHebdo: http://t.co/VzRHTuAfCp,Wed Jan 07 14:00:00 +0000 2015,666905,True,41949,Mon Jun 08 13:30:34 +0000 2009,non_rumour
1222,351,#CharlieHebdo: Everything you need to know about the magazine that refuses to be censored http://t.co/4LNGobrht7 http://t.co/LPHAMs6eNA,Wed Jan 07 15:11:40 +0000 2015,968092,True,123636,Sun Oct 26 00:00:29 +0000 2008,non_rumour
1223,186,"If I condemn the attack, that doesn't mean I support Charlie Hebdo, and If I condemn Charlie Hebdo, that doesn't mean I support the attack.",Thu Jan 08 15:23:09 +0000 2015,49136,False,47211,Sat Mar 21 14:02:27 +0000 2009,non_rumour
1224,796,The Roots of Evil #CharlieHebdo http://t.co/xbteQ8kGK5,Wed Jan 07 13:27:44 +0000 2015,64657,False,96504,Mon Apr 20 02:30:59 +0000 2009,non_rumour
1225,390,"White House speaking notes:
1. #CharlieHebdo not about Islam
2. Killers mentally unstable
3. Terror has no religion
4. Muslims fear backlash",Wed Jan 07 13:43:55 +0000 2015,53757,False,50147,Fri Nov 21 14:51:32 +0000 2008,non_rumour
1226,157,Likely the best #CharlieHebdo solidarity sign yet. #JeSuisCharlie http://t.co/JJ2TmF7TYa,Fri Jan 09 14:59:51 +0000 2015,94489,False,10936,Thu Feb 09 14:55:09 +0000 2012,non_rumour
1227,246,Prince Harry signs the book of condolence at the French Embassy in London #CharlieHebdo (via @FranceintheUK) http://t.co/GIn3gk9wJp,Fri Jan 09 13:36:13 +0000 2015,56462,False,17530,Mon Oct 05 18:54:15 +0000 2009,non_rumour
1228,162,Short piece from me on why no one is to blame for #CharlieHebdo murder but the murderers themselves http://t.co/XkrzPFPhRl,Wed Jan 07 13:57:49 +0000 2015,5995,False,57366,Thu Jul 30 10:21:26 +0000 2009,non_rumour
1229,111,MT @Paris The Eiffel tower to switch off the lights at 20h in tribute to #CharlieHebdo victims http://t.co/s0yWX90f2L,Thu Jan 08 12:04:06 +0000 2015,16064,True,7331,Fri Dec 16 13:56:21 +0000 2011,non_rumour
1230,147,Pictures released of suspect believed to holding hostages at a kosher grocery in #Paris http://t.co/Mrm4EiwdLD,Fri Jan 09 13:29:17 +0000 2015,1793233,True,122508,Thu Jul 19 14:42:53 +0000 2007,non_rumour
1231,301,"Charlie Hebdo will publish this week with a print run of 1 million, up from the usual 60,000 http://t.co/Xy5jyLxGZt http://t.co/5P7HpPUAT2",Thu Jan 08 14:42:40 +0000 2015,1845939,True,37226,Mon Jun 30 14:17:35 +0000 2008,non_rumour
1232,873,". 
                 Take a stand and RT:

                  I am #CharlieHebdo
                  I am #CharlieHebdo http://t.co/OpdN8c5VQo",Wed Jan 07 13:11:26 +0000 2015,53744,False,50139,Fri Nov 21 14:51:32 +0000 2008,non_rumour
1233,233,"A satire on Mohammed can get you killed. A satire on Hindu God can get You 300 Crs!
 And still Hindus should learn tolerance?
#CharlieHebdo",Wed Jan 07 14:25:58 +0000 2015,9926,False,24140,Tue May 25 15:26:33 +0000 2010,non_rumour
1234,484,"One victim killed in the attack on Charlie Hebdo was a Muslim policeman, Ahmed Merabet.",Thu Jan 08 16:40:39 +0000 2015,3871,False,3197,Mon Mar 28 19:28:07 +0000 2011,non_rumour
1235,229,It says much that men with guns feel quite so threatened by people with pens. #CharlieHebdo,Wed Jan 07 13:32:19 +0000 2015,4474,False,74197,Wed Jan 27 09:11:44 +0000 2010,non_rumour
1236,105,UKIP's Culture Spokesman @prwhittle: Freedom is the very bedrock of Western democracy. It is non-negotiable. #CharlieHebdo,Wed Jan 07 14:31:48 +0000 2015,5725,False,22951,Wed Mar 04 17:10:13 +0000 2009,non_rumour
1237,169,"UnReal Toon: #CharlieHebdo's cartoonists in great demand 
(via @sagarcartoonist, with @ajayendar) http://t.co/KKF0DgCnL4",Fri Jan 09 09:00:04 +0000 2015,95353,False,22793,Wed May 04 05:54:03 +0000 2011,non_rumour
1238,161,LIVE REPORT - Assault in #Dammartin http://t.co/j0qZQGopsx #CharlieHebdo http://t.co/czsIwEto2d,Fri Jan 09 16:07:29 +0000 2015,1117207,True,148530,Wed Aug 22 07:16:46 +0000 2007,non_rumour
1239,245,The best cartoon yet about the #ParisShooting. #CharlieHebdo #JeSuisCharlie http://t.co/8GJk1mOjNu,Thu Jan 08 16:20:37 +0000 2015,93797,False,10829,Thu Feb 09 14:55:09 +0000 2012,non_rumour
1240,226,If we submit to extremists this Cartoon by Robert Mankoff from The New Yorker will be the norm. #CharlieHebdo http://t.co/sNMbQVPlqJ,Wed Jan 07 13:00:35 +0000 2015,1815,False,6905,Thu May 21 06:34:15 +0000 2009,non_rumour
1241,433,Smoke rises from site where Charlie Hebdo suspects holed up http://t.co/3JnzARhAck,Fri Jan 09 16:05:36 +0000 2015,311475,True,64709,Tue Sep 27 00:35:10 +0000 2011,non_rumour
1242,139,PHOTO: Police release a photo of an accomplice to man who has taken at least five people hostage in Paris market: http://t.co/GdjPjbqbLs,Fri Jan 09 14:34:37 +0000 2015,4553376,True,97589,Fri Jun 26 21:48:52 +0000 2009,non_rumour
1243,196,"Why the killing of Charlie Hebdo cartoonists will make art stronger
http://t.co/kePuer7hTe http://t.co/zDyDWhhPyU",Thu Jan 08 15:39:16 +0000 2015,723504,True,27789,Wed Feb 11 20:13:22 +0000 2009,non_rumour
1244,191,Zuckerberg on #CharlieHebdo: Facebook will protect free speech http://t.co/xHhVh8IXbX http://t.co/t10RSN5I2s,Fri Jan 09 15:00:50 +0000 2015,4880881,True,126395,Mon Mar 12 01:28:01 +0000 2007,non_rumour
1245,188,"it'll be fascinating to see how all the topical satire shows on British TV respond to the #CharlieHebdo murders. Oh no, hang on...",Wed Jan 07 13:00:31 +0000 2015,2859,False,2002,Wed Apr 07 11:13:23 +0000 2010,non_rumour
1246,771,"""We surrender!"" @Telegraph publishes pic of woman reading #CharlieHebdo, blurs out cartoon cover http://t.co/kPhseVTOWD",Wed Jan 07 15:20:22 +0000 2015,94582,False,39171,Sun May 30 15:14:33 +0000 2010,non_rumour
1247,168,"Satirizing and mocking religion is sacred. Stand with @Charlie_Hebdo_ #freeexpression #jesuischarlie #iamcharlie 
http://t.co/75KuXyRhGD",Wed Jan 07 13:42:25 +0000 2015,1068,False,830,Tue Aug 27 08:33:33 +0000 2013,non_rumour
1248,354,Amidst 100s gathered as close to #CharlieHebdo office as we can get… France observes silence… Notre Dame bells ring http://t.co/RbTC6Si5Hy,Thu Jan 08 11:18:56 +0000 2015,1212443,True,5749,Thu Aug 27 02:56:01 +0000 2009,non_rumour
1249,153,#CharlieHebdo in the eyes of #CharlieHebdo http://t.co/v195erxsY2,Wed Jan 07 12:41:19 +0000 2015,63922,True,62143,Sat Jun 20 07:50:44 +0000 2009,non_rumour
1250,125,"Snipers, helicopters turn French town Dammartin-en-Goele into warzone. Photo: Dominique Faget #AFP http://t.co/PnQiPlSWN0",Fri Jan 09 15:18:35 +0000 2015,37127,False,4654,Mon Oct 08 14:43:38 +0000 2012,non_rumour
